state,year,month,BARLEY,CORN,OATS,SOYBEANS
Pennsylvania,2009,4,,4.11,3.08,
Pennsylvania,2009,5,,4.61,3.16,
Pennsylvania,2009,6,,4.38,3.23,
Pennsylvania,2009,7,,3.88,2.49,
Pennsylvania,2009,8,,3.94,2.3,
Pennsylvania,2009,9,,3.9,3.3,
Pennsylvania,2009,10,,3.75,2.67,
Pennsylvania,2009,11,,3.69,2.44,
Pennsylvania,2009,12,,3.77,3.79,
Pennsylvania,2010,1,,3.89,2.84,
Pennsylvania,2010,2,,3.89,3.67,
Pennsylvania,2010,3,,3.92,2.82,
Pennsylvania,2010,4,,3.74,2.99,
Pennsylvania,2010,5,,3.79,2.6,
Pennsylvania,2010,6,,3.84,3.03,
Pennsylvania,2010,7,,4.03,2.19,
Pennsylvania,2010,8,,4.15,2.36,
Pennsylvania,2010,9,,4.9,3.1,
Pennsylvania,2010,10,,5.44,2.81,
Pennsylvania,2010,11,,5.59,3.34,
Pennsylvania,2010,12,,5.86,3.98,
Pennsylvania,2011,1,,6.34,4.31,
Pennsylvania,2011,2,,6.82,3.99,
Pennsylvania,2011,3,,6.88,3.98,
Pennsylvania,2011,4,,7.23,4.6,
Pennsylvania,2011,5,,7.08,4.72,
Pennsylvania,2011,6,,7.73,3.76,
Pennsylvania,2011,7,,7.54,3.66,
Pennsylvania,2011,8,,8.52,3.98,
Pennsylvania,2011,9,,7.02,4.08,
Pennsylvania,2011,10,,6.91,4.39,
Pennsylvania,2011,11,,6.79,5.83,
Pennsylvania,2011,12,,6.63,4.3,
Pennsylvania,2012,1,,6.73,4.28,
Pennsylvania,2012,2,,7.07,4.01,
Pennsylvania,2012,3,,7.03,4.44,
Pennsylvania,2012,4,,6.99,4.55,
Pennsylvania,2012,5,,6.89,4.57,
Pennsylvania,2012,6,,6.89,4.51,
Pennsylvania,2012,7,,7.75,3.99,
Pennsylvania,2012,8,,8.59,3.98,
Pennsylvania,2012,9,,7.45,3.91,
Pennsylvania,2012,10,,7.37,4.01,
Pennsylvania,2012,11,,7.19,,
Pennsylvania,2012,12,,7.31,4.34,
Pennsylvania,2013,1,,7.39,,
Pennsylvania,2013,2,,7.36,,
Pennsylvania,2013,3,,7.3,,
Pennsylvania,2013,4,,6.99,,
Pennsylvania,2013,5,,7.14,4.63,
Pennsylvania,2013,6,,7.27,,
Pennsylvania,2013,7,,6.67,3.98,
Pennsylvania,2013,8,,6.1,3.76,
Pennsylvania,2013,9,,5.15,,
Pennsylvania,2013,10,,4.15,3.7,
Pennsylvania,2013,11,,3.99,,
Pennsylvania,2013,12,,4.16,3.77,
Pennsylvania,2014,1,,4.5,3.78,
Pennsylvania,2014,2,,4.61,4.11,
Pennsylvania,2014,3,,4.87,4.05,
Pennsylvania,2014,4,,5.05,4.57,
Pennsylvania,2014,5,,5.1,,
Pennsylvania,2014,6,,4.74,4.34,
Pennsylvania,2014,7,,4.21,,
Pennsylvania,2014,8,,3.97,3.68,
Pennsylvania,2014,9,,3.69,,
Pennsylvania,2014,10,,3.52,,
Pennsylvania,2014,11,,3.75,3.55,
Pennsylvania,2014,12,,3.95,,
Pennsylvania,2015,1,,4.11,3.85,
Pennsylvania,2015,2,,4.07,4.26,
Pennsylvania,2015,3,,4.08,4.03,
Pennsylvania,2015,4,,4.06,,
Pennsylvania,2015,5,,3.7,,
Pennsylvania,2015,6,,3.94,4.08,
Pennsylvania,2015,7,,4.01,,
Pennsylvania,2015,8,,4.08,3.56,
Pennsylvania,2015,9,,3.97,3.31,
Pennsylvania,2015,10,,3.79,3.23,
Pennsylvania,2015,11,,3.77,,
Pennsylvania,2015,12,,3.93,,
Pennsylvania,2016,1,,3.87,,
Pennsylvania,2016,2,,3.86,,
Pennsylvania,2016,3,,3.91,,
Pennsylvania,2016,4,,4.07,,
Pennsylvania,2016,5,,4.17,,
Pennsylvania,2016,6,,4.31,,
Pennsylvania,2016,7,,4.21,2.77,
Pennsylvania,2016,8,,3.97,2.44,
Pennsylvania,2016,9,,3.96,2.53,
Pennsylvania,2016,10,,3.88,,
Pennsylvania,2016,11,,3.87,,
Pennsylvania,2016,12,,4.05,2.52,
Pennsylvania,2017,1,,4.02,2.73,
Pennsylvania,2017,2,,4.04,,
Pennsylvania,2017,3,,3.99,,
Pennsylvania,2017,4,,4.29,,
Pennsylvania,2017,5,,4.25,,
Pennsylvania,2017,6,,4.52,,
Pennsylvania,2017,7,,4.48,2.58,
Pennsylvania,2017,8,,4.37,2.6,
Pennsylvania,2017,9,,3.75,,
Pennsylvania,2017,10,,3.64,3.46,
Pennsylvania,2017,11,,3.74,3.87,
Pennsylvania,2017,12,,3.66,,
Pennsylvania,2018,1,,3.84,,
Pennsylvania,2018,2,,3.91,,
Pennsylvania,2018,3,,4.03,4.19,
Pennsylvania,2018,4,,4.07,4.02,
Pennsylvania,2018,5,,4.23,,
Pennsylvania,2018,6,,4.18,4.07,
Pennsylvania,2018,7,,3.89,3.59,
Pennsylvania,2018,8,,4.09,3.35,
Pennsylvania,2018,9,,3.76,4.06,
Pennsylvania,2018,10,,3.85,4.29,
Pennsylvania,2018,11,,3.87,,
Pennsylvania,2018,12,,4.25,,
Pennsylvania,2019,1,,4.21,4.34,
Pennsylvania,2019,2,,4.2,,
Pennsylvania,2019,3,,4.24,,
Pennsylvania,2019,4,,4.19,4.75,
Pennsylvania,2019,5,,4.14,,
Pennsylvania,2019,6,,4.53,4.27,
Pennsylvania,2019,7,,4.74,3.7,
Pennsylvania,2019,8,,4.48,3.91,
Pennsylvania,2019,9,,4.29,3.85,
Pennsylvania,2019,10,,4.33,,
Pennsylvania,2019,11,,4.27,4.46,
Pennsylvania,2019,12,,4.31,4.68,
Pennsylvania,2020,1,,4.31,,
Pennsylvania,2020,2,,4.46,4.45,
Pennsylvania,2020,3,,4.11,4.5,
Pennsylvania,2020,4,,3.77,4.01,
Pennsylvania,2020,5,,3.74,4.5,
Pennsylvania,2020,6,,3.87,3.79,
Pennsylvania,2020,7,,3.69,3.92,
Pennsylvania,2020,8,,3.86,3.77,
Pennsylvania,2020,9,,4.02,,
Pennsylvania,2020,10,,4.21,3.77,
Pennsylvania,2020,11,,4.6,,
Pennsylvania,2020,12,,4.88,,
Pennsylvania,2021,1,,5.37,,
Pennsylvania,2021,2,,5.69,,
Pennsylvania,2021,3,,5.86,,
Pennsylvania,2021,4,,6.19,,
Pennsylvania,2021,5,,7.31,,
Pennsylvania,2021,6,,6.28,,
Pennsylvania,2021,7,,6.57,4.08,
Pennsylvania,2021,8,,6.81,4.25,
Pennsylvania,2021,9,,6.25,,
Pennsylvania,2021,10,,5.59,,
Pennsylvania,2021,11,,5.83,,
Pennsylvania,2021,12,,5.93,,
Pennsylvania,2022,1,,6.18,,
Pennsylvania,2022,2,,6.76,,
Pennsylvania,2022,3,,6.81,6.5,
Pennsylvania,2022,4,,7.06,,
Pennsylvania,2022,5,,7.39,,
Pennsylvania,2022,6,,7.14,,
Pennsylvania,2022,7,,7.6,,
Pennsylvania,2022,8,,7.35,,
Pennsylvania,2022,9,,7.31,,
Pennsylvania,2022,10,,7.0,,
Pennsylvania,2022,11,,7.1,5.57,
Pennsylvania,2022,12,,6.86,4.43,
South Carolina,2017,9,,4.18,,
South Carolina,2017,10,,4.41,,
South Carolina,2017,11,,4.32,,
South Carolina,2017,12,,4.32,,
South Carolina,2018,1,,4.38,,
South Carolina,2018,2,,4.49,,
South Carolina,2018,3,,4.28,,
South Carolina,2018,5,,4.88,,
South Carolina,2018,9,,4.32,,
South Carolina,2018,10,,4.41,,
South Dakota,2000,1,2.36,1.63,1.18,4.36
South Dakota,2000,2,2.27,1.73,1.31,4.43
South Dakota,2000,3,2.11,1.76,1.19,4.61
South Dakota,2000,4,2.15,1.85,1.34,4.87
South Dakota,2000,5,2.27,1.83,1.44,4.96
South Dakota,2000,6,2.12,1.69,1.17,4.74
South Dakota,2000,7,1.89,1.45,0.99,3.95
South Dakota,2000,8,1.81,1.4,0.96,4.25
South Dakota,2000,9,2.07,1.3,1.11,4.29
South Dakota,2000,10,1.9,1.48,1.03,4.22
South Dakota,2000,11,1.83,1.52,1.22,4.29
South Dakota,2000,12,2.03,1.69,1.2,4.43
South Dakota,2001,1,2.03,1.67,1.26,4.36
South Dakota,2001,2,1.91,1.75,1.31,4.25
South Dakota,2001,3,2.04,1.69,1.27,4.2
South Dakota,2001,4,2.19,1.68,1.26,4.01
South Dakota,2001,5,1.93,1.54,1.35,4.03
South Dakota,2001,6,1.88,1.58,1.39,4.22
South Dakota,2001,7,1.94,1.69,1.42,4.56
South Dakota,2001,8,2.08,1.69,1.24,4.59
South Dakota,2001,9,2.07,1.65,1.39,4.14
South Dakota,2001,10,2.22,1.56,1.68,3.87
South Dakota,2001,11,2.15,1.62,1.9,3.96
South Dakota,2001,12,,1.72,2.0,3.96
South Dakota,2002,1,1.69,1.72,1.86,3.96
South Dakota,2002,2,1.59,1.76,1.97,3.98
South Dakota,2002,3,1.69,1.74,2.08,4.09
South Dakota,2002,4,1.61,1.71,2.02,4.19
South Dakota,2002,5,1.58,1.74,2.06,4.44
South Dakota,2002,6,1.34,1.83,2.06,4.64
South Dakota,2002,7,1.58,1.99,1.78,5.05
South Dakota,2002,8,1.74,2.23,1.79,5.29
South Dakota,2002,9,1.95,2.34,1.9,5.12
South Dakota,2002,10,1.84,2.21,2.02,5.02
South Dakota,2002,11,1.9,2.15,2.11,5.18
South Dakota,2002,12,,2.12,2.17,5.31
South Dakota,2003,1,2.5,2.15,2.18,5.33
South Dakota,2003,2,2.1,2.19,2.25,5.41
South Dakota,2003,3,,2.19,2.13,5.48
South Dakota,2003,4,3.22,2.22,2.0,5.66
South Dakota,2003,5,3.28,2.25,1.98,5.92
South Dakota,2003,6,2.83,2.25,1.85,5.95
South Dakota,2003,7,2.61,2.01,1.31,5.63
South Dakota,2003,8,2.54,2.01,1.25,5.4
South Dakota,2003,9,2.23,2.01,1.39,5.83
South Dakota,2003,10,1.99,1.95,1.35,6.47
South Dakota,2003,11,2.37,2.02,1.27,6.95
South Dakota,2003,12,2.25,2.11,1.4,7.04
South Dakota,2004,1,,2.29,1.5,7.37
South Dakota,2004,2,2.26,2.49,1.53,8.08
South Dakota,2004,3,2.27,2.66,1.53,9.14
South Dakota,2004,4,1.7,2.87,1.57,9.54
South Dakota,2004,5,2.4,2.9,1.61,9.61
South Dakota,2004,6,2.43,2.83,1.56,9.12
South Dakota,2004,7,2.41,2.29,1.26,8.04
South Dakota,2004,8,2.01,2.2,1.29,6.35
South Dakota,2004,9,1.93,2.05,1.47,5.73
South Dakota,2004,10,1.33,1.92,1.44,5.32
South Dakota,2004,11,2.09,1.76,1.53,5.21
South Dakota,2004,12,2.0,1.8,1.65,5.28
South Dakota,2005,1,2.04,1.76,1.69,5.34
South Dakota,2005,2,1.96,1.76,1.69,5.44
South Dakota,2005,3,1.98,1.83,1.63,5.83
South Dakota,2005,4,1.92,1.82,1.56,6.0
South Dakota,2005,5,1.94,1.84,1.53,6.11
South Dakota,2005,6,2.08,1.87,1.62,6.47
South Dakota,2005,7,2.06,1.91,1.53,6.36
South Dakota,2005,8,2.02,1.8,1.39,5.87
South Dakota,2005,9,1.99,1.71,1.53,5.51
South Dakota,2005,10,2.0,1.6,1.62,5.45
South Dakota,2005,11,1.8,1.56,1.64,5.4
South Dakota,2005,12,1.99,1.73,1.63,5.51
South Dakota,2006,1,,1.76,1.64,5.5
South Dakota,2006,2,2.29,1.81,1.8,5.36
South Dakota,2006,3,2.21,1.84,1.75,5.29
South Dakota,2006,4,,1.89,1.77,5.26
South Dakota,2006,5,2.11,1.92,1.72,5.43
South Dakota,2006,6,,1.95,1.72,5.38
South Dakota,2006,7,,1.94,1.85,5.38
South Dakota,2006,8,,2.0,1.8,5.04
South Dakota,2006,9,,2.05,1.8,4.95
South Dakota,2006,10,1.86,2.37,1.86,5.13
South Dakota,2006,11,,2.58,2.11,5.79
South Dakota,2006,12,,2.81,2.36,5.98
South Dakota,2007,1,,2.9,2.36,6.12
South Dakota,2007,2,,3.19,2.48,6.57
South Dakota,2007,3,,3.2,2.56,6.57
South Dakota,2007,4,,3.2,2.56,6.69
South Dakota,2007,5,3.08,3.31,2.6,6.81
South Dakota,2007,6,,3.41,2.88,7.09
South Dakota,2007,7,,3.28,2.51,7.1
South Dakota,2007,8,,3.23,2.32,7.3
South Dakota,2007,9,,3.29,2.56,7.7
South Dakota,2007,10,,3.09,2.68,7.99
South Dakota,2007,11,,3.26,2.86,8.74
South Dakota,2007,12,,3.5,2.94,9.73
South Dakota,2008,1,,3.96,3.06,9.48
South Dakota,2008,2,,4.44,3.27,10.6
South Dakota,2008,3,,4.82,3.41,11.2
South Dakota,2008,4,,5.11,3.37,11.7
South Dakota,2008,5,,5.24,3.52,12.2
South Dakota,2008,6,,5.55,3.35,12.5
South Dakota,2008,7,,5.08,3.1,12.9
South Dakota,2008,8,,4.91,2.94,12.6
South Dakota,2008,9,5.47,5.07,2.67,10.5
South Dakota,2008,10,,3.99,2.58,9.71
South Dakota,2008,11,,4.01,2.56,9.14
South Dakota,2008,12,,3.75,2.75,8.87
South Dakota,2009,1,,3.96,2.07,9.6
South Dakota,2009,2,,3.67,2.13,9.37
South Dakota,2009,3,,3.56,1.99,8.9
South Dakota,2009,4,,3.58,1.8,9.37
South Dakota,2009,5,,3.76,2.12,10.5
South Dakota,2009,6,,3.67,2.18,10.5
South Dakota,2009,7,,3.53,1.93,10.5
South Dakota,2009,8,,3.14,1.76,10.3
South Dakota,2009,9,,2.98,1.76,9.16
South Dakota,2009,10,,3.31,1.88,9.02
South Dakota,2009,11,,3.38,1.99,9.22
South Dakota,2009,12,,3.33,1.92,9.46
South Dakota,2010,1,,3.25,2.15,9.15
South Dakota,2010,2,,3.12,2.11,9.22
South Dakota,2010,3,,3.13,2.14,9.0
South Dakota,2010,4,,3.11,2.16,9.18
South Dakota,2010,5,,3.21,2.03,9.19
South Dakota,2010,6,,3.14,2.2,9.03
South Dakota,2010,7,,3.19,2.22,9.25
South Dakota,2010,8,,3.28,2.23,9.59
South Dakota,2010,9,,3.62,2.42,9.64
South Dakota,2010,10,,3.97,2.48,9.88
South Dakota,2010,11,,4.25,2.93,10.6
South Dakota,2010,12,,4.55,2.89,11.1
South Dakota,2011,1,,4.49,3.25,11.3
South Dakota,2011,2,,5.32,3.63,12.6
South Dakota,2011,3,,5.44,3.36,12.5
South Dakota,2011,4,,6.08,3.68,12.7
South Dakota,2011,5,,6.02,3.64,12.9
South Dakota,2011,6,,6.15,3.68,12.9
South Dakota,2011,7,,6.1,3.74,12.8
South Dakota,2011,8,,6.75,3.39,13.0
South Dakota,2011,9,,6.62,3.46,11.5
South Dakota,2011,10,,5.68,3.47,11.5
South Dakota,2011,11,,5.68,3.62,11.5
South Dakota,2011,12,,5.65,3.48,11.1
South Dakota,2012,1,,5.93,3.62,11.6
South Dakota,2012,2,,6.06,3.64,12.0
South Dakota,2012,3,,6.17,3.59,12.8
South Dakota,2012,4,,6.07,3.81,13.7
South Dakota,2012,5,,6.09,3.79,13.3
South Dakota,2012,6,,6.15,3.49,13.5
South Dakota,2012,7,,6.73,3.63,14.9
South Dakota,2012,8,,7.39,3.77,16.0
South Dakota,2012,9,,6.83,3.84,14.2
South Dakota,2012,10,,6.61,4.3,13.8
South Dakota,2012,11,,6.82,3.97,14.2
South Dakota,2012,12,,6.71,4.2,14.2
South Dakota,2013,1,,6.85,4.25,13.9
South Dakota,2013,2,,6.88,4.37,14.4
South Dakota,2013,3,,6.99,4.16,14.3
South Dakota,2013,4,,6.59,4.37,14.0
South Dakota,2013,5,,6.87,4.42,14.6
South Dakota,2013,6,,6.8,4.07,14.7
South Dakota,2013,7,,6.57,3.65,14.9
South Dakota,2013,8,,5.99,3.64,13.8
South Dakota,2013,9,,5.42,3.45,12.7
South Dakota,2013,10,,4.21,3.49,12.2
South Dakota,2013,11,,3.97,3.54,12.2
South Dakota,2013,12,,3.96,3.47,12.7
South Dakota,2014,1,,4.11,3.72,12.5
South Dakota,2014,2,,4.1,3.62,12.7
South Dakota,2014,3,,4.1,3.68,13.1
South Dakota,2014,4,,4.19,3.78,13.7
South Dakota,2014,5,,4.24,3.9,14.0
South Dakota,2014,6,,4.07,3.74,13.9
South Dakota,2014,7,,3.67,3.17,12.7
South Dakota,2014,8,,3.13,2.98,11.8
South Dakota,2014,9,,2.91,2.71,10.0
South Dakota,2014,10,,3.09,2.91,9.22
South Dakota,2014,11,,3.27,3.18,9.59
South Dakota,2014,12,,3.43,3.15,9.85
South Dakota,2015,1,,3.41,3.22,9.79
South Dakota,2015,2,,3.43,3.2,9.3
South Dakota,2015,3,,3.44,2.67,9.22
South Dakota,2015,4,,3.38,2.99,9.08
South Dakota,2015,5,,3.33,2.5,9.13
South Dakota,2015,6,,3.37,2.47,9.12
South Dakota,2015,7,,3.53,2.34,9.32
South Dakota,2015,8,,3.38,2.2,9.12
South Dakota,2015,9,,3.33,2.07,8.45
South Dakota,2015,10,,3.37,2.0,8.43
South Dakota,2015,11,,3.28,2.01,8.51
South Dakota,2015,12,,3.32,2.03,8.41
South Dakota,2016,1,,3.27,2.1,8.34
South Dakota,2016,2,,3.23,1.88,8.15
South Dakota,2016,3,,3.2,1.9,8.25
South Dakota,2016,4,,3.24,1.81,8.61
South Dakota,2016,5,,3.36,1.93,9.3
South Dakota,2016,6,,3.48,1.87,9.52
South Dakota,2016,7,,3.39,1.84,9.66
South Dakota,2016,8,,3.07,1.77,9.41
South Dakota,2016,9,,2.93,1.87,9.02
South Dakota,2016,10,,3.09,1.85,8.91
South Dakota,2016,11,,3.06,1.84,9.07
South Dakota,2016,12,,3.03,1.97,9.17
South Dakota,2017,1,,3.08,2.21,9.23
South Dakota,2017,2,,3.14,2.25,9.43
South Dakota,2017,3,,3.16,2.28,9.17
South Dakota,2017,4,,3.15,2.13,8.72
South Dakota,2017,5,,3.13,2.27,8.84
South Dakota,2017,6,,3.17,2.28,8.91
South Dakota,2017,7,,3.22,2.28,9.05
South Dakota,2017,8,,2.96,2.33,8.76
South Dakota,2017,9,,2.95,2.39,8.77
South Dakota,2017,10,,2.93,2.63,8.85
South Dakota,2017,11,,2.85,2.33,8.81
South Dakota,2017,12,,2.91,2.74,8.9
South Dakota,2018,1,,2.98,2.66,8.88
South Dakota,2018,2,,3.14,2.38,9.16
South Dakota,2018,3,,3.24,2.58,9.36
South Dakota,2018,4,,3.29,2.58,9.49
South Dakota,2018,5,,3.46,2.68,9.46
South Dakota,2018,6,,3.38,2.57,9.21
South Dakota,2018,7,,3.27,2.4,8.86
South Dakota,2018,8,,3.14,2.39,8.18
South Dakota,2018,9,,3.07,2.33,7.96
South Dakota,2018,10,,3.19,2.56,8.03
South Dakota,2018,11,,3.18,2.62,7.9
South Dakota,2018,12,,3.27,2.65,8.17
South Dakota,2019,1,,3.31,2.71,8.07
South Dakota,2019,2,,3.34,2.76,8.04
South Dakota,2019,3,,3.34,2.87,8.1
South Dakota,2019,4,,3.28,2.89,7.88
South Dakota,2019,5,,3.48,3.0,7.4
South Dakota,2019,6,,3.8,3.37,7.92
South Dakota,2019,7,,3.99,3.08,7.98
South Dakota,2019,8,,3.77,2.72,7.74
South Dakota,2019,9,,3.57,2.77,7.83
South Dakota,2019,10,,3.75,2.81,8.31
South Dakota,2019,11,,3.57,2.92,8.3
South Dakota,2019,12,,3.56,2.72,8.43
South Dakota,2020,1,,3.56,2.81,8.51
South Dakota,2020,2,,3.52,2.79,8.26
South Dakota,2020,3,,3.42,2.75,8.13
South Dakota,2020,4,,3.0,3.12,7.9
South Dakota,2020,5,,2.8,2.9,7.88
South Dakota,2020,6,,2.89,2.99,7.93
South Dakota,2020,7,,2.94,2.63,8.22
South Dakota,2020,8,,2.82,2.47,8.13
South Dakota,2020,9,,3.03,2.42,8.99
South Dakota,2020,10,,3.37,2.57,9.3
South Dakota,2020,11,,3.54,2.57,9.78
South Dakota,2020,12,,3.76,2.8,10.0
South Dakota,2021,1,,4.01,2.75,10.7
South Dakota,2021,2,,4.63,3.06,12.3
South Dakota,2021,3,,4.76,2.91,13.1
South Dakota,2021,4,,5.34,3.28,13.8
South Dakota,2021,5,,6.06,3.18,14.8
South Dakota,2021,6,,5.99,3.16,14.3
South Dakota,2021,7,,6.21,3.76,13.8
South Dakota,2021,8,,6.42,4.11,13.4
South Dakota,2021,9,,5.58,4.56,12.3
South Dakota,2021,10,,5.17,4.71,12.0
South Dakota,2021,11,,5.34,5.17,12.1
South Dakota,2021,12,,5.58,6.18,12.4
South Dakota,2022,1,,5.69,6.3,13.0
South Dakota,2022,2,,6.11,7.02,14.8
South Dakota,2022,3,,6.68,6.95,15.6
South Dakota,2022,4,,7.17,7.03,15.5
South Dakota,2022,5,,7.27,7.07,16.0
South Dakota,2022,6,,7.43,6.96,15.9
South Dakota,2022,7,,7.25,5.14,15.1
South Dakota,2022,8,,7.13,4.18,14.9
South Dakota,2022,9,,7.04,4.35,13.9
South Dakota,2022,10,,6.4,4.34,13.6
South Dakota,2022,11,,6.45,3.9,14.2
South Dakota,2022,12,,6.62,3.8,14.4
Tennessee,2000,1,,2.12,,4.7
Tennessee,2000,2,,1.92,,5.06
Tennessee,2000,3,,2.29,,5.14
Tennessee,2000,4,,2.32,,5.28
Tennessee,2000,5,,2.33,,5.3
Tennessee,2000,6,,2.22,,5.04
Tennessee,2000,7,,2.09,,4.74
Tennessee,2000,8,,1.65,,4.64
Tennessee,2000,9,,1.72,,4.79
Tennessee,2000,10,,1.87,,4.61
Tennessee,2000,11,,2.3,,4.62
Tennessee,2000,12,,2.22,,4.97
Tennessee,2001,1,,2.21,,4.89
Tennessee,2001,2,,2.32,,4.61
Tennessee,2001,3,,2.29,,4.52
Tennessee,2001,4,,2.29,,4.42
Tennessee,2001,5,,2.39,,4.49
Tennessee,2001,6,,2.44,,4.6
Tennessee,2001,7,,2.4,,5.17
Tennessee,2001,8,,2.1,,5.05
Tennessee,2001,9,,1.97,,4.67
Tennessee,2001,10,,1.86,,4.3
Tennessee,2001,11,,2.28,,4.33
Tennessee,2001,12,,2.24,,4.46
Tennessee,2002,1,,2.26,,4.43
Tennessee,2002,2,,2.18,,4.47
Tennessee,2002,3,,2.14,,4.56
Tennessee,2002,4,,2.25,,4.59
Tennessee,2002,5,,2.15,,4.72
Tennessee,2002,6,,2.28,,4.89
Tennessee,2002,7,,2.42,,5.6
Tennessee,2002,8,,2.54,,5.64
Tennessee,2002,9,,2.52,,5.68
Tennessee,2002,10,,2.61,,5.47
Tennessee,2002,11,,2.66,,5.76
Tennessee,2002,12,,2.71,,5.72
Tennessee,2003,1,,2.58,,5.69
Tennessee,2003,2,,2.6,,5.76
Tennessee,2003,3,,2.66,,5.73
Tennessee,2003,4,,2.72,,6.04
Tennessee,2003,5,,2.77,,6.15
Tennessee,2003,6,,2.81,,6.28
Tennessee,2003,7,,2.64,,5.79
Tennessee,2003,8,,2.45,,5.75
Tennessee,2003,9,,2.27,,5.97
Tennessee,2003,10,,2.05,,7.04
Tennessee,2003,11,,2.43,,6.91
Tennessee,2003,12,,2.61,,7.15
Tennessee,2004,1,,2.44,,7.3
Tennessee,2004,2,,2.63,,7.99
Tennessee,2004,3,,2.93,,9.18
Tennessee,2004,4,,3.01,,9.79
Tennessee,2004,5,,2.95,,9.06
Tennessee,2004,6,,2.72,,8.98
Tennessee,2004,7,,2.73,,7.62
Tennessee,2004,8,,2.28,,6.06
Tennessee,2004,9,,2.1,,5.6
Tennessee,2004,10,,2.24,,5.48
Tennessee,2004,11,,2.42,,5.31
Tennessee,2004,12,,2.33,,5.61
Tennessee,2005,1,,2.16,,5.66
Tennessee,2005,2,,2.05,,5.49
Tennessee,2005,3,,2.09,,6.11
Tennessee,2005,4,,2.34,,6.14
Tennessee,2005,5,,2.45,,6.38
Tennessee,2005,6,,2.38,,6.78
Tennessee,2005,7,,2.45,,6.84
Tennessee,2005,8,,2.18,,6.23
Tennessee,2005,9,,1.83,,5.72
Tennessee,2005,10,,1.84,,5.52
Tennessee,2005,11,,2.06,,5.77
Tennessee,2005,12,,2.22,,6.03
Tennessee,2006,1,,2.22,,6.01
Tennessee,2006,2,,2.28,,5.81
Tennessee,2006,3,,2.33,,5.81
Tennessee,2006,4,,2.41,,5.63
Tennessee,2006,5,,2.46,,5.8
Tennessee,2006,6,,2.62,,5.79
Tennessee,2006,7,,2.51,,5.68
Tennessee,2006,8,,2.42,,5.61
Tennessee,2006,9,,2.41,,5.59
Tennessee,2006,10,,2.61,,5.86
Tennessee,2006,11,,3.29,,6.48
Tennessee,2006,12,,3.4,,6.6
Tennessee,2007,1,,3.21,,6.55
Tennessee,2007,2,,3.75,,7.1
Tennessee,2007,3,,3.8,,7.11
Tennessee,2007,4,,3.25,,7.1
Tennessee,2007,5,,3.94,,7.2
Tennessee,2007,6,,4.15,,7.67
Tennessee,2007,7,,4.64,,8.01
Tennessee,2007,8,,3.27,,7.58
Tennessee,2007,9,,3.14,,8.08
Tennessee,2007,10,,3.6,,8.77
Tennessee,2007,11,,3.92,,9.99
Tennessee,2007,12,,4.1,,10.9
Tennessee,2008,1,,4.26,,11.1
Tennessee,2008,2,,4.82,,13.1
Tennessee,2008,3,,5.09,,12.6
Tennessee,2008,4,,5.78,,12.2
Tennessee,2008,5,,6.09,,12.9
Tennessee,2008,6,,6.57,,14.5
Tennessee,2008,7,,6.48,,14.7
Tennessee,2008,8,,6.14,,12.2
Tennessee,2008,9,,5.06,,10.0
Tennessee,2008,10,,4.42,,8.94
Tennessee,2008,11,,4.34,,9.13
Tennessee,2008,12,,4.37,,9.2
Tennessee,2009,1,,4.64,,9.85
Tennessee,2009,2,,3.87,,9.63
Tennessee,2009,3,,3.82,,9.19
Tennessee,2009,4,,3.93,,10.2
Tennessee,2009,5,,4.12,,10.9
Tennessee,2009,6,,4.32,,12.0
Tennessee,2009,7,,4.2,,
Tennessee,2009,8,,3.58,,10.6
Tennessee,2009,9,,3.43,,9.68
Tennessee,2009,10,,3.59,,9.57
Tennessee,2009,11,,3.71,,9.71
Tennessee,2009,12,,3.75,,9.93
Tennessee,2010,1,,3.85,,9.96
Tennessee,2010,2,,3.97,,9.47
Tennessee,2010,3,,3.88,,9.43
Tennessee,2010,4,,3.87,,9.52
Tennessee,2010,5,,3.87,,9.55
Tennessee,2010,6,,3.41,,9.63
Tennessee,2010,7,,3.86,,9.96
Tennessee,2010,8,,3.99,,10.2
Tennessee,2010,9,,4.34,,10.3
Tennessee,2010,10,,4.66,,10.8
Tennessee,2010,11,,4.95,,11.6
Tennessee,2010,12,,4.8,,11.5
Tennessee,2011,1,,5.09,,11.1
Tennessee,2011,2,,5.74,,12.8
Tennessee,2011,3,,6.08,,12.8
Tennessee,2011,4,,7.04,,13.5
Tennessee,2011,5,,5.71,,13.6
Tennessee,2011,6,,6.66,,13.3
Tennessee,2011,7,,7.05,,13.4
Tennessee,2011,8,,6.32,,13.0
Tennessee,2011,9,,6.32,,11.7
Tennessee,2011,10,,6.32,,11.9
Tennessee,2011,11,,6.52,,12.1
Tennessee,2011,12,,6.3,,12.0
Tennessee,2012,1,,6.56,,12.1
Tennessee,2012,2,,6.75,,12.4
Tennessee,2012,3,,6.97,,13.4
Tennessee,2012,4,,6.92,,14.1
Tennessee,2012,5,,6.79,,14.3
Tennessee,2012,6,,6.47,,13.6
Tennessee,2012,7,,8.14,,15.6
Tennessee,2012,8,,6.98,,15.0
Tennessee,2012,9,,6.98,,14.3
Tennessee,2012,10,,7.36,,14.5
Tennessee,2012,11,,7.47,,14.5
Tennessee,2012,12,,7.47,,14.9
Tennessee,2013,1,,7.43,,14.5
Tennessee,2013,2,,7.8,,15.1
Tennessee,2013,3,,7.62,,14.9
